DhwwTxTh5To,17.17.11,"Is the Surface Book 2 a MacBook Pro Killer?","Austin Evans",28,"2017-11-16 14:01:40","surface book|'surface book 2'|'microsoft surface book 2'|'microsoft surface book'|'surface'|'microsoft surface'|'macbook'|'macbook pro'|'surface book 2 review'|'new surface book'|'new surface'|'microsoft'|'windows 10'|'apple'|'laptop'|'tablet'|'review'|'windows'|'tech'|'austin evans'",270859,11492,576,1715,"https://i.ytimg.com/vi/DhwwTxTh5To/default.jpg",False,False,False
mZpGOQ7tBKE,17.17.11,"Google Pixel Buds review","The Verge",28,"2017-11-16 13:00:03","pixel buds|'google pixel buds'|'google pixel buds review'|'wireless earbuds'|'review'|'google assistant'|'airpods'|'translate'|'translation'|'the verge'|'verge'|'sean o'kane'|'google'",218153,5155,308,655,"https://i.ytimg.com/vi/mZpGOQ7tBKE/default.jpg",False,False,False
dUMH6DVYskc,17.17.11,"Ten-Year-Old's Face Unlocks Face ID on His Mom's iPhone X","Attaullah Malik",28,"2017-11-14 12:02:49","Face ID Fail|'Son unlocks mom's iphone x'|'Ten-Year-Old's Face Unlocks Face ID'|'Ten-Year-Old'|'10 year old'|'10 year old iphone x'|'10-year-old iphone x'|'10 year old unlocked iphone x'|'iphone x'|'unlocks'|'mom'|'unlocked'|'iphone'",1828753,10814,5339,4793,"https://i.ytimg.com/vi/dUMH6DVYskc/default.jpg",False,False,False
k1cA-Wh3Tc0,17.17.11,"Peephole Reverser? | 9 Pointless Tech Gadgets!","Matthias",28,"2017-11-15 00:00:03","tech|'gadgets'|'new'|'2017'|'pointless tech gadgets'|'apple'|'smart product'|'cool gadgets'|'new gadget'|'weird things online'|'tech under'|'tech invention'|'technology'|'unbox'|'unboxing'|'on amazon'|'reacting to'|'family friendly'|'inventions'|'gadgets from'|'things on amazon'|'shopping gadget'|'latest tech'|'weird tech'|'gag gift'|'gift idea'|'kids'|'gift'|'mathias'|'matthias'|'matthiasiam'|'hi5 studios'|'#M757'",736829,18708,794,6460,"https://i.ytimg.com/vi/k1cA-Wh3Tc0/default.jpg",False,False,False
9pbCuFxRuqs,17.17.11,"The truth about the Apple iPhone X - Review!","Jonathan Morrison",28,"2017-11-16 02:34:28","iPhone X Review|'iPhone 10 Review'|'iPhone 10'|'iphone x'|'iphone x unboxing'|'iphone x review'|'unboxing'|'review'|'iphone 2017'|'apple iphone x'|'iphone x hands on'|'iphone x vs'|'iphone x vs iphone 8'|'2017'|'apple'|'iphone x specs'|'new iphone'|'iphone 10'|'iphone'|'animoji'|'iphone 10 review'|'iphone x vs 8'|'face id'|'smartphone'|'iPhone X Camera'|'iphone x vs iphone 8 plus'|'iphone ten'",516456,21523,1107,2972,"https://i.ytimg.com/vi/9pbCuFxRuqs/default.jpg",False,False,False
ItYOdWRo0JY,17.17.11,"Selling My iPhone X To a Machine at Walmart","TechSmartt",28,"2017-11-14 00:45:15","iphone x|'iphone 10'|'iphone'|'walmart'|'techsmartt'|'keaton keller'",3495474,41976,42467,12311,"https://i.ytimg.com/vi/ItYOdWRo0JY/default.jpg",False,False,False
gHZ1Qz0KiKM,17.17.11,"2 Weeks with iPhone X","iJustine",28,"2017-11-13 19:07:23","ijustine|'week with iPhone X'|'iphone x'|'apple'|'iphone'|'iphone x review'|'iphone x unboxing'",914680,21174,2586,3064,"https://i.ytimg.com/vi/gHZ1Qz0KiKM/default.jpg",False,False,False
Cr9oGxr0Qa0,17.17.11,"Making Sandals with Zip-Ties and a Laser","William Osman",28,"2017-11-14 14:00:02","laser cutter|'william osman'|'crappy science'|'sandals'|'flip flops'|'laser sandals'|'zip ties'|'diy'|'how to'|'make sandals'|'tap dancing'|'zip tie'|'laser'",162006,7229,97,886,"https://i.ytimg.com/vi/Cr9oGxr0Qa0/default.jpg",False,False,False
nc99ccSXST0,17.17.11,"5 Ice Cream Gadgets put to the Test","CrazyRussianHacker",28,"2017-11-12 21:50:37","5 Ice Cream Gadgets|'Ice Cream'|'Cream Sandwich Maker'|'gadgets'|'gadget review'|'review'|'unboxing'|'kitchen gadgets'|'Gadgets put to the Test'|'testing'|'10 Kitchen Gadgets'|'7 Camping Coffee Gadgets'|'10 Kitchen Gadgets put to the Test'",1194113,28200,1111,2582,"https://i.ytimg.com/vi/nc99ccSXST0/default.jpg",False,False,False
eNSN6qet1kE,17.17.11,"HomeMade Electric Airplane","PeterSripol",28,"2017-11-13 15:30:17","ultralight|'airplane'|'homemade'|'DIY'|'hoverbike'|'part 103'|'ultra light'|'aircraft'|'aviation'|'do it yourself'|'basement'|'petersripol'|'peter sripol'|'biplane'|'flitetest'|'flite test'|'electric vehicle'|'electric'",396661,21839,127,3337,"https://i.ytimg.com/vi/eNSN6qet1kE/default.jpg",False,False,False
